SRforSCF_08.csv, ñ@ê¸ñ íºíBì˙éÀó , êÖïΩñ ìVãÛì˙éÀó , ígñ[1_ó‚ñ[2
11310, 110, 155, 1
11311, 165, 210, 1
11312, 79, 215, 1
11313, 131, 237, 1
11314, 55, 182, 1
11315, 29, 124, 1
11316, 10, 62, 1
11317, 14, 29, 1
11318, 2, 2, 1
11319, 0, 0, 1
11320, 0, 0, 1
11321, 0, 0, 1
11322, 0, 0, 1
11323, 0, 0, 1
11324, 0, 0, 1
11401, 0, 0, 1
11402, 0, 0, 1
11403, 0, 0, 1
11404, 0, 0, 1
11405, 0, 0, 1
11406, 0, 0, 1
11407, 0, 0, 1
11408, 2, 10, 1
11409, 19, 62, 1
11410, 17, 88, 1
11411, 0, 72, 1
11412, 0, 81, 1
11413, 10, 115, 1
11414, 17, 139, 1
11415, 170, 177, 1
11416, 19, 74, 1
11417, 12, 26, 1
11418, 2, 2, 1
11419, 0, 0, 1
11420, 0, 0, 1
11421, 0, 0, 1
11422, 0, 0, 1
11423, 0, 0, 1
11424, 0, 0, 1
11501, 0, 0, 1
11502, 0, 0, 1
11503, 0, 0, 1
11504, 0, 0, 1
11505, 0, 0, 1
11506, 0, 0, 1
11507, 0, 0, 1
11508, 76, 33, 1
11509, 210, 100, 1
11510, 88, 151, 1
11511, 428, 174, 1
11512, 358, 217, 1
11513, 198, 244, 1
11514, 36, 162, 1
11515, 194, 179, 1
11516, 155, 119, 1
11517, 103, 53, 1
11518, 10, 7, 1
11519, 0, 0, 1
11520, 0, 0, 1
11521, 0, 0, 1
11522, 0, 0, 1
11523, 0, 0, 1
11524, 0, 0, 1
11601, 0, 0, 1
11602, 0, 0, 1
11603, 0, 0, 1
11604, 0, 0, 1
11605, 0, 0, 1
11606, 0, 0, 1
11607, 0, 0, 1
11608, 471, 33, 1
11609, 62, 86, 1
11610, 43, 129, 1
11611, 41, 170, 1
11612, 96, 227, 1
11613, 81, 225, 1
11614, 103, 213, 1
11615, 79, 162, 1
11616, 22, 76, 1
11617, 17, 33, 1
11618, 2, 2, 1
11619, 0, 0, 1
11620, 0, 0, 1
11621, 0, 0, 1
11622, 0, 0, 1
11623, 0, 0, 1
11624, 0, 0, 1
11701, 0, 0, 1
11702, 0, 0, 1
11703, 0, 0, 1
11704, 0, 0, 1
11705, 0, 0, 1
11706, 0, 0, 1
11707, 0, 0, 1
11708, 31, 26, 1
11709, 179, 103, 1
11710, 153, 162, 1
11711, 179, 213, 1
11712, 93, 227, 1
11713, 346, 227, 1
11714, 81, 205, 1
11715, 60, 158, 1
11716, 251, 119, 1
11717, 29, 41, 1
11718, 2, 2, 1
11719, 0, 0, 1
11720, 0, 0, 1
11721, 0, 0, 1
11722, 0, 0, 1
11723, 0, 0, 1
11724, 0, 0, 1
11801, 0, 0, 1
11802, 0, 0, 1
11803, 0, 0, 1
11804, 0, 0, 1
11805, 0, 0, 1
11806, 0, 0, 1
11807, 0, 0, 1
11808, 26, 26, 1
11809, 45, 81, 1
11810, 26, 112, 1
11811, 5, 110, 1
11812, 12, 146, 1
11813, 26, 167, 1
11814, 19, 129, 1
11815, 5, 76, 1
11816, 7, 43, 1
11817, 2, 19, 1
11818, 2, 2, 1
11819, 0, 0, 1
11820, 0, 0, 1
11821, 0, 0, 1
11822, 0, 0, 1
11823, 0, 0, 1
11824, 0, 0, 1
11901, 0, 0, 1
11902, 0, 0, 1
11903, 0, 0, 1
11904, 0, 0, 1
11905, 0, 0, 1
11906, 0, 0, 1
11907, 0, 0, 1
11908, 26, 24, 1
11909, 86, 93, 1
11910, 153, 165, 1
11911, 119, 208, 1
11912, 38, 191, 1
11913, 31, 184, 1
11914, 36, 170, 1
11915, 36, 136, 1
11916, 12, 69, 1
11917, 2, 17, 1
11918, 0, 0, 1
11919, 0, 0, 1
11920, 0, 0, 1
11921, 0, 0, 1
11922, 0, 0, 1
11923, 0, 0, 1
11924, 0, 0, 1
12001, 0, 0, 1
12002, 0, 0, 1
12003, 0, 0, 1
12004, 0, 0, 1
12005, 0, 0, 1
12006, 0, 0, 1
12007, 0, 0, 1
12008, 53, 31, 1
12009, 62, 88, 1
12010, 151, 165, 1
12011, 456, 172, 1
12012, 497, 182, 1
12013, 475, 194, 1
12014, 411, 194, 1
12015, 475, 141, 1
12016, 277, 122, 1
12017, 146, 60, 1
12018, 10, 7, 1
12019, 0, 0, 1
12020, 0, 0, 1
12021, 0, 0, 1
12022, 0, 0, 1
12023, 0, 0, 1
12024, 0, 0, 1
12101, 0, 0, 1
12102, 0, 0, 1
12103, 0, 0, 1
12104, 0, 0, 1
12105, 0, 0, 1
12106, 0, 0, 1
12107, 0, 0, 1
12108, 38, 29, 1
12109, 229, 103, 1
12110, 26, 112, 1
12111, 24, 146, 1
12112, 86, 227, 1
12113, 65, 217, 1
12114, 79, 208, 1
12115, 213, 186, 1
12116, 48, 103, 1
12117, 45, 48, 1
12118, 10, 7, 1
12119, 0, 0, 1
12120, 0, 0, 1
12121, 0, 0, 1
12122, 0, 0, 1
12123, 0, 0, 1
12124, 0, 0, 1
12201, 0, 0, 1
12202, 0, 0, 1
12203, 0, 0, 1
12204, 0, 0, 1
12205, 0, 0, 1
12206, 0, 0, 1
12207, 0, 0, 1
12208, 208, 38, 1
12209, 337, 96, 1
12210, 406, 143, 1
12211, 349, 198, 1
12212, 368, 222, 1
12213, 146, 251, 1
12214, 318, 217, 1
12215, 124, 182, 1
12216, 108, 122, 1
12217, 65, 53, 1
12218, 10, 7, 1
12219, 0, 0, 1
12220, 0, 0, 1
12221, 0, 0, 1
12222, 0, 0, 1
12223, 0, 0, 1
12224, 0, 0, 1
12301, 0, 0, 1
12302, 0, 0, 1
12303, 0, 0, 1
12304, 0, 0, 1
12305, 0, 0, 1
12306, 0, 0, 1
12307, 0, 0, 1
12308, 60, 33, 1
12309, 194, 105, 1
12310, 84, 155, 1
12311, 461, 172, 1
12312, 280, 241, 1
12313, 480, 194, 1
12314, 463, 182, 1
12315, 406, 160, 1
12316, 265, 127, 1
12317, 88, 57, 1
12318, 10, 7, 1
12319, 0, 0, 1
12320, 0, 0, 1
12321, 0, 0, 1
12322, 0, 0, 1
12323, 0, 0, 1
12324, 0, 0, 1
12401, 0, 0, 1
12402, 0, 0, 1
12403, 0, 0, 1
12404, 0, 0, 1
12405, 0, 0, 1
12406, 0, 0, 1
12407, 0, 0, 1
12408, 12, 19, 1
12409, 10, 55, 1
12410, 17, 105, 1
12411, 167, 220, 1
12412, 162, 248, 1
12413, 74, 229, 1
12414, 139, 229, 1
12415, 134, 186, 1
12416, 74, 117, 1
12417, 33, 45, 1
12418, 2, 5, 1
12419, 0, 0, 1
12420, 0, 0, 1
12421, 0, 0, 1
12422, 0, 0, 1
12423, 0, 0, 1
12424, 0, 0, 1
12501, 0, 0, 1
12502, 0, 0, 1
12503, 0, 0, 1
12504, 0, 0, 1
12505, 0, 0, 1
12506, 0, 0, 1
12507, 0, 0, 1
12508, 0, 10, 1
12509, 5, 33, 1
12510, 2, 38, 1
12511, 22, 139, 1
12512, 24, 155, 1
12513, 45, 203, 1
12514, 17, 153, 1
12515, 22, 129, 1
12516, 38, 100, 1
12517, 12, 33, 1
12518, 2, 5, 1
12519, 0, 0, 1
12520, 0, 0, 1
12521, 0, 0, 1
12522, 0, 0, 1
12523, 0, 0, 1
12524, 0, 0, 1
12601, 0, 0, 1
12602, 0, 0, 1
12603, 0, 0, 1
12604, 0, 0, 1
12605, 0, 0, 1
12606, 0, 0, 1
12607, 0, 0, 1
12608, 24, 26, 1
12609, 115, 103, 1
12610, 29, 119, 1
12611, 17, 119, 1
12612, 29, 170, 1
12613, 43, 208, 1
12614, 29, 162, 1
12615, 12, 93, 1
12616, 7, 57, 1
12617, 19, 38, 1
12618, 10, 7, 1
12619, 0, 0, 1
12620, 0, 0, 1
12621, 0, 0, 1
12622, 0, 0, 1
12623, 0, 0, 1
12624, 0, 0, 1
12701, 0, 0, 1
12702, 0, 0, 1
12703, 0, 0, 1
12704, 0, 0, 1
12705, 0, 0, 1
12706, 0, 0, 1
12707, 0, 0, 1
12708, 98, 38, 1
12709, 323, 100, 1
12710, 346, 158, 1
12711, 416, 189, 1
12712, 416, 215, 1
12713, 430, 215, 1
12714, 385, 208, 1
12715, 208, 194, 1
12716, 210, 134, 1
12717, 172, 67, 1
12718, 81, 12, 1
12719, 0, 0, 1
12720, 0, 0, 1
12721, 0, 0, 1
12722, 0, 0, 1
12723, 0, 0, 1
12724, 0, 0, 1
12801, 0, 0, 1
12802, 0, 0, 1
12803, 0, 0, 1
12804, 0, 0, 1
12805, 0, 0, 1
12806, 0, 0, 1
12807, 0, 0, 1
12808, 308, 38, 1
12809, 468, 84, 1
12810, 507, 124, 1
12811, 487, 167, 1
12812, 487, 191, 1
12813, 511, 189, 1
12814, 499, 177, 1
12815, 468, 151, 1
12816, 413, 112, 1
12817, 306, 65, 1
12818, 81, 12, 1
12819, 0, 0, 1
12820, 0, 0, 1
12821, 0, 0, 1
12822, 0, 0, 1
12823, 0, 0, 1
12824, 0, 0, 1
12901, 0, 0, 1
12902, 0, 0, 1
12903, 0, 0, 1
12904, 0, 0, 1
12905, 0, 0, 1
12906, 0, 0, 1
12907, 0, 0, 1
12908, 258, 41, 1
12909, 416, 91, 1
12910, 459, 136, 1
12911, 444, 182, 1
12912, 394, 222, 1
12913, 428, 217, 1
12914, 473, 186, 1
12915, 289, 189, 1
12916, 411, 115, 1
12917, 280, 67, 1
12918, 81, 12, 1
12919, 0, 0, 1
12920, 0, 0, 1
12921, 0, 0, 1
12922, 0, 0, 1
12923, 0, 0, 1
12924, 0, 0, 1
13001, 0, 0, 1
13002, 0, 0, 1
13003, 0, 0, 1
13004, 0, 0, 1
13005, 0, 0, 1
13006, 0, 0, 1
13007, 2, 2, 1
13008, 182, 43, 1
13009, 306, 103, 1
13010, 332, 162, 1
13011, 299, 217, 1
13012, 270, 253, 1
13013, 258, 258, 1
13014, 232, 241, 1
13015, 222, 198, 1
13016, 239, 136, 1
13017, 201, 69, 1
13018, 55, 12, 1
13019, 0, 0, 1
13020, 0, 0, 1
13021, 0, 0, 1
13022, 0, 0, 1
13023, 0, 0, 1
13024, 0, 0, 1
13101, 0, 0, 1
13102, 0, 0, 1
13103, 0, 0, 1
13104, 0, 0, 1
13105, 0, 0, 1
13106, 0, 0, 1
13107, 0, 0, 1
13108, 0, 2, 1
13109, 2, 24, 1
13110, 14, 88, 1
13111, 17, 136, 1
13112, 0, 115, 1
13113, 12, 108, 1
13114, 5, 124, 1
13115, 5, 81, 1
13116, 12, 65, 1
13117, 14, 41, 1
13118, 2, 5, 1
13119, 0, 0, 1
13120, 0, 0, 1
13121, 0, 0, 1
13122, 0, 0, 1
13123, 0, 0, 1
13124, 0, 0, 1
20101, 0, 0, 1
20102, 0, 0, 1
20103, 0, 0, 1
20104, 0, 0, 1
20105, 0, 0, 1
20106, 0, 0, 1
20107, 0, 0, 1
20108, 36, 33, 1
20109, 186, 110, 1
20110, 208, 177, 1
20111, 406, 196, 1
20112, 334, 241, 1
20113, 409, 227, 1
20114, 406, 210, 1
20115, 69, 177, 1
20116, 186, 141, 1
20117, 31, 53, 1
20118, 38, 10, 1
20119, 0, 0, 1
20120, 0, 0, 1
20121, 0, 0, 1
20122, 0, 0, 1
20123, 0, 0, 1
20124, 0, 0, 1
20201, 0, 0, 1
20202, 0, 0, 1
20203, 0, 0, 1
20204, 0, 0, 1
20205, 0, 0, 1
20206, 0, 0, 1
20207, 0, 0, 1
20208, 26, 29, 1
20209, 22, 69, 1
20210, 17, 100, 1
20211, 10, 129, 1
20212, 17, 139, 1
20213, 86, 251, 1
20214, 117, 239, 1
20215, 244, 201, 1
20216, 139, 139, 1
20217, 153, 72, 1
20218, 19, 10, 1
20219, 0, 0, 1
20220, 0, 0, 1
20221, 0, 0, 1
20222, 0, 0, 1
20223, 0, 0, 1
20224, 0, 0, 1
20301, 0, 0, 1
20302, 0, 0, 1
20303, 0, 0, 1
20304, 0, 0, 1
20305, 0, 0, 1
20306, 0, 0, 1
20307, 2, 2, 1
20308, 291, 43, 1
20309, 490, 84, 1
20310, 566, 115, 1
20311, 593, 139, 1
20312, 600, 155, 1
20313, 602, 160, 1
20314, 602, 146, 1
20315, 585, 124, 1
20316, 440, 115, 1
20317, 194, 74, 1
20318, 115, 12, 1
20319, 0, 0, 1
20320, 0, 0, 1
20321, 0, 0, 1
20322, 0, 0, 1
20323, 0, 0, 1
20324, 0, 0, 1
20401, 0, 0, 1
20402, 0, 0, 1
20403, 0, 0, 1
20404, 0, 0, 1
20405, 0, 0, 1
20406, 0, 0, 1
20407, 2, 2, 1
20408, 29, 31, 1
20409, 72, 100, 1
20410, 265, 174, 1
20411, 325, 217, 1
20412, 165, 265, 1
20413, 33, 205, 1
20414, 165, 251, 1
20415, 208, 205, 1
20416, 29, 100, 1
20417, 10, 36, 1
20418, 38, 10, 1
20419, 0, 0, 1
20420, 0, 0, 1
20421, 0, 0, 1
20422, 0, 0, 1
20423, 0, 0, 1
20424, 0, 0, 1
20501, 0, 0, 1
20502, 0, 0, 1
20503, 0, 0, 1
20504, 0, 0, 1
20505, 0, 0, 1
20506, 0, 0, 1
20507, 2, 2, 1
20508, 33, 33, 1
20509, 22, 76, 1
20510, 17, 112, 1
20511, 60, 203, 1
20512, 358, 241, 1
20513, 363, 246, 1
20514, 143, 248, 1
20515, 354, 186, 1
20516, 327, 134, 1
20517, 110, 72, 1
20518, 31, 10, 1
20519, 0, 0, 1
20520, 0, 0, 1
20521, 0, 0, 1
20522, 0, 0, 1
20523, 0, 0, 1
20524, 0, 0, 1
20601, 0, 0, 1
20602, 0, 0, 1
20603, 0, 0, 1
20604, 0, 0, 1
20605, 0, 0, 1
20606, 0, 0, 1
20607, 0, 0, 1
20608, 17, 26, 1
20609, 12, 57, 1
20610, 5, 86, 1
20611, 12, 100, 1
20612, 10, 112, 1
20613, 5, 119, 1
20614, 10, 108, 1
20615, 12, 91, 1
20616, 12, 69, 1
20617, 12, 41, 1
20618, 19, 10, 1
20619, 0, 0, 1
20620, 0, 0, 1
20621, 0, 0, 1
20622, 0, 0, 1
20623, 0, 0, 1
20624, 0, 0, 1
20701, 0, 0, 1
20702, 0, 0, 1
20703, 0, 0, 1
20704, 0, 0, 1
20705, 0, 0, 1
20706, 0, 0, 1
20707, 2, 2, 1
20708, 29, 33, 1
20709, 22, 76, 1
20710, 191, 184, 1
20711, 349, 217, 1
20712, 346, 248, 1
20713, 282, 268, 1
20714, 351, 232, 1
20715, 65, 182, 1
20716, 22, 93, 1
20717, 26, 53, 1
20718, 33, 10, 1
20719, 0, 0, 1
20720, 0, 0, 1
20721, 0, 0, 1
20722, 0, 0, 1
20723, 0, 0, 1
20724, 0, 0, 1
20801, 0, 0, 1
20802, 0, 0, 1
20803, 0, 0, 1
20804, 0, 0, 1
20805, 0, 0, 1
20806, 0, 0, 1
20807, 2, 2, 1
20808, 17, 29, 1
20809, 12, 60, 1
20810, 33, 136, 1
20811, 7, 134, 1
20812, 0, 79, 1
20813, 0, 105, 1
20814, 10, 141, 1
20815, 5, 81, 1
20816, 7, 60, 1
20817, 14, 41, 1
20818, 19, 10, 1
20819, 0, 0, 1
20820, 0, 0, 1
20821, 0, 0, 1
20822, 0, 0, 1
20823, 0, 0, 1
20824, 0, 0, 1
20901, 0, 0, 1
20902, 0, 0, 1
20903, 0, 0, 1
20904, 0, 0, 1
20905, 0, 0, 1
20906, 0, 0, 1
20907, 2, 2, 1
20908, 17, 29, 1
20909, 12, 60, 1
20910, 2, 72, 1
20911, 19, 136, 1
20912, 17, 170, 1
20913, 10, 151, 1
20914, 7, 115, 1
20915, 12, 96, 1
20916, 12, 74, 1
20917, 12, 43, 1
20918, 19, 10, 1
20919, 0, 0, 1
20920, 0, 0, 1
20921, 0, 0, 1
20922, 0, 0, 1
20923, 0, 0, 1
20924, 0, 0, 1
21001, 0, 0, 1
21002, 0, 0, 1
21003, 0, 0, 1
21004, 0, 0, 1
21005, 0, 0, 1
21006, 0, 0, 1
21007, 2, 2, 1
21008, 17, 31, 1
21009, 7, 50, 1
21010, 10, 74, 1
21011, 19, 160, 1
21012, 108, 263, 1
21013, 17, 153, 1
21014, 14, 146, 1
21015, 10, 103, 1
21016, 14, 76, 1
21017, 22, 53, 1
21018, 31, 10, 1
21019, 0, 0, 1
21020, 0, 0, 1
21021, 0, 0, 1
21022, 0, 0, 1
21023, 0, 0, 1
21024, 0, 0, 1
21101, 0, 0, 1
21102, 0, 0, 1
21103, 0, 0, 1
21104, 0, 0, 1
21105, 0, 0, 1
21106, 0, 0, 1
21107, 2, 2, 1
21108, 5, 22, 1
21109, 0, 38, 1
21110, 7, 76, 1
21111, 0, 72, 1
21112, 12, 174, 1
21113, 29, 191, 1
21114, 17, 170, 1
21115, 22, 143, 1
21116, 10, 79, 1
21117, 17, 45, 1
21118, 31, 10, 1
21119, 0, 0, 1
21120, 0, 0, 1
21121, 0, 0, 1
21122, 0, 0, 1
21123, 0, 0, 1
21124, 0, 0, 1
21201, 0, 0, 1
21202, 0, 0, 1
21203, 0, 0, 1
21204, 0, 0, 1
21205, 0, 0, 1
21206, 0, 0, 1
21207, 2, 2, 1
21208, 24, 33, 1
21209, 19, 74, 1
21210, 17, 108, 1
21211, 146, 244, 1
21212, 282, 270, 1
21213, 282, 275, 1
21214, 148, 260, 1
21215, 65, 186, 1
21216, 17, 91, 1
21217, 12, 43, 1
21218, 7, 7, 1
21219, 0, 0, 1
21220, 0, 0, 1
21221, 0, 0, 1
21222, 0, 0, 1
21223, 0, 0, 1
21224, 0, 0, 1
21301, 0, 0, 1
21302, 0, 0, 1
21303, 0, 0, 1
21304, 0, 0, 1
21305, 0, 0, 1
21306, 0, 0, 1
21307, 2, 2, 1
21308, 86, 48, 1
21309, 174, 124, 1
21310, 69, 170, 1
21311, 263, 241, 1
21312, 86, 258, 1
21313, 62, 246, 1
21314, 263, 258, 1
21315, 158, 217, 1
21316, 370, 139, 1
21317, 275, 81, 1
21318, 50, 14, 1
21319, 0, 0, 1
21320, 0, 0, 1
21321, 0, 0, 1
21322, 0, 0, 1
21323, 0, 0, 1
21324, 0, 0, 1
21401, 0, 0, 1
21402, 0, 0, 1
21403, 0, 0, 1
21404, 0, 0, 1
21405, 0, 0, 1
21406, 0, 0, 1
21407, 2, 2, 1
21408, 17, 31, 1
21409, 12, 62, 1
21410, 5, 91, 1
21411, 29, 170, 1
21412, 0, 127, 1
21413, 14, 117, 1
21414, 0, 122, 1
21415, 12, 98, 1
21416, 7, 76, 1
21417, 10, 45, 1
21418, 22, 10, 1
21419, 0, 0, 1
21420, 0, 0, 1
21421, 0, 0, 1
21422, 0, 0, 1
21423, 0, 0, 1
21424, 0, 0, 1
21501, 0, 0, 1
21502, 0, 0, 1
21503, 0, 0, 1
21504, 0, 0, 1
21505, 0, 0, 1
21506, 0, 0, 1
21507, 2, 2, 1
21508, 33, 38, 1
21509, 74, 112, 1
21510, 24, 127, 1
21511, 14, 115, 1
21512, 33, 205, 1
21513, 14, 191, 1
21514, 10, 124, 1
21515, 14, 105, 1
21516, 7, 65, 1
21517, 7, 36, 1
21518, 26, 12, 1
21519, 0, 0, 1
21520, 0, 0, 1
21521, 0, 0, 1
21522, 0, 0, 1
21523, 0, 0, 1
21524, 0, 0, 1
21601, 0, 0, 1
21602, 0, 0, 1
21603, 0, 0, 1
21604, 0, 0, 1
21605, 0, 0, 1
21606, 0, 0, 1
21607, 2, 2, 1
21608, 5, 19, 1
21609, 12, 67, 1
21610, 105, 186, 1
21611, 318, 237, 1
21612, 392, 246, 1
21613, 394, 251, 1
21614, 392, 234, 1
21615, 392, 191, 1
21616, 363, 141, 1
21617, 38, 65, 1
21618, 7, 10, 1
21619, 0, 0, 1
21620, 0, 0, 1
21621, 0, 0, 1
21622, 0, 0, 1
21623, 0, 0, 1
21624, 0, 0, 1
21701, 0, 0, 1
21702, 0, 0, 1
21703, 0, 0, 1
21704, 0, 0, 1
21705, 0, 0, 1
21706, 0, 0, 1
21707, 2, 5, 1
21708, 29, 41, 1
21709, 55, 108, 1
21710, 287, 189, 1
21711, 76, 232, 1
21712, 38, 220, 1
21713, 141, 289, 1
21714, 366, 244, 1
21715, 361, 201, 1
21716, 342, 146, 1
21717, 62, 74, 1
21718, 50, 14, 1
21719, 0, 0, 1
21720, 0, 0, 1
21721, 0, 0, 1
21722, 0, 0, 1
21723, 0, 0, 1
21724, 0, 0, 1
21801, 0, 0, 1
