SRforSCF_06.csv, ñ@ê¸ñ íºíBì˙éÀó , êÖïΩñ ìVãÛì˙éÀó , ígñ[1_ó‚ñ[2
11310, 695, 62, 1
11311, 733, 69, 1
11312, 645, 100, 1
11313, 738, 72, 1
11314, 456, 124, 1
11315, 636, 62, 1
11316, 471, 48, 1
11317, 160, 14, 1
11318, 0, 0, 1
11319, 0, 0, 1
11320, 0, 0, 1
11321, 0, 0, 1
11322, 0, 0, 1
11323, 0, 0, 1
11324, 0, 0, 1
11401, 0, 0, 1
11402, 0, 0, 1
11403, 0, 0, 1
11404, 0, 0, 1
11405, 0, 0, 1
11406, 0, 0, 1
11407, 2, 2, 1
11408, 397, 33, 1
11409, 578, 57, 1
11410, 585, 86, 1
11411, 523, 124, 1
11412, 299, 184, 1
11413, 296, 179, 1
11414, 234, 158, 1
11415, 540, 76, 1
11416, 468, 48, 1
11417, 251, 14, 1
11418, 0, 0, 1
11419, 0, 0, 1
11420, 0, 0, 1
11421, 0, 0, 1
11422, 0, 0, 1
11423, 0, 0, 1
11424, 0, 0, 1
11501, 0, 0, 1
11502, 0, 0, 1
11503, 0, 0, 1
11504, 0, 0, 1
11505, 0, 0, 1
11506, 0, 0, 1
11507, 2, 2, 1
11508, 170, 38, 1
11509, 526, 65, 1
11510, 366, 127, 1
11511, 382, 158, 1
11512, 389, 170, 1
11513, 74, 170, 1
11514, 456, 127, 1
11515, 363, 105, 1
11516, 53, 53, 1
11517, 36, 10, 1
11518, 0, 0, 1
11519, 0, 0, 1
11520, 0, 0, 1
11521, 0, 0, 1
11522, 0, 0, 1
11523, 0, 0, 1
11524, 0, 0, 1
11601, 0, 0, 1
11602, 0, 0, 1
11603, 0, 0, 1
11604, 0, 0, 1
11605, 0, 0, 1
11606, 0, 0, 1
11607, 2, 2, 1
11608, 182, 38, 1
11609, 466, 74, 1
11610, 621, 79, 1
11611, 667, 88, 1
11612, 385, 170, 1
11613, 103, 179, 1
11614, 74, 146, 1
11615, 72, 105, 1
11616, 117, 62, 1
11617, 81, 12, 1
11618, 0, 0, 1
11619, 0, 0, 1
11620, 0, 0, 1
11621, 0, 0, 1
11622, 0, 0, 1
11623, 0, 0, 1
11624, 0, 0, 1
11701, 0, 0, 1
11702, 0, 0, 1
11703, 0, 0, 1
11704, 0, 0, 1
11705, 0, 0, 1
11706, 0, 0, 1
11707, 0, 0, 1
11708, 29, 26, 1
11709, 26, 65, 1
11710, 26, 96, 1
11711, 22, 122, 1
11712, 24, 131, 1
11713, 43, 148, 1
11714, 67, 141, 1
11715, 148, 119, 1
11716, 368, 60, 1
11717, 19, 10, 1
11718, 0, 0, 1
11719, 0, 0, 1
11720, 0, 0, 1
11721, 0, 0, 1
11722, 0, 0, 1
11723, 0, 0, 1
11724, 0, 0, 1
11801, 0, 0, 1
11802, 0, 0, 1
11803, 0, 0, 1
11804, 0, 0, 1
11805, 0, 0, 1
11806, 0, 0, 1
11807, 0, 0, 1
11808, 22, 26, 1
11809, 24, 62, 1
11810, 41, 110, 1
11811, 308, 172, 1
11812, 91, 184, 1
11813, 38, 148, 1
11814, 41, 127, 1
11815, 24, 79, 1
11816, 24, 45, 1
11817, 55, 12, 1
11818, 0, 0, 1
11819, 0, 0, 1
11820, 0, 0, 1
11821, 0, 0, 1
11822, 0, 0, 1
11823, 0, 0, 1
11824, 0, 0, 1
11901, 0, 0, 1
11902, 0, 0, 1
11903, 0, 0, 1
11904, 0, 0, 1
11905, 0, 0, 1
11906, 0, 0, 1
11907, 2, 2, 1
11908, 170, 41, 1
11909, 289, 93, 1
11910, 131, 143, 1
11911, 146, 182, 1
11912, 29, 139, 1
11913, 103, 184, 1
11914, 29, 117, 1
11915, 50, 100, 1
11916, 31, 48, 1
11917, 36, 10, 1
11918, 0, 0, 1
11919, 0, 0, 1
11920, 0, 0, 1
11921, 0, 0, 1
11922, 0, 0, 1
11923, 0, 0, 1
11924, 0, 0, 1
12001, 0, 0, 1
12002, 0, 0, 1
12003, 0, 0, 1
12004, 0, 0, 1
12005, 0, 0, 1
12006, 0, 0, 1
12007, 2, 2, 1
12008, 36, 31, 1
12009, 31, 69, 1
12010, 31, 105, 1
12011, 31, 131, 1
12012, 29, 143, 1
12013, 334, 179, 1
12014, 499, 122, 1
12015, 256, 122, 1
12016, 57, 57, 1
12017, 244, 14, 1
12018, 0, 0, 1
12019, 0, 0, 1
12020, 0, 0, 1
12021, 0, 0, 1
12022, 0, 0, 1
12023, 0, 0, 1
12024, 0, 0, 1
12101, 0, 0, 1
12102, 0, 0, 1
12103, 0, 0, 1
12104, 0, 0, 1
12105, 0, 0, 1
12106, 0, 0, 1
12107, 2, 2, 1
12108, 284, 41, 1
12109, 550, 65, 1
12110, 657, 74, 1
12111, 686, 86, 1
12112, 705, 88, 1
12113, 695, 88, 1
12114, 674, 81, 1
12115, 134, 122, 1
12116, 76, 62, 1
12117, 215, 14, 1
12118, 0, 0, 1
12119, 0, 0, 1
12120, 0, 0, 1
12121, 0, 0, 1
12122, 0, 0, 1
12123, 0, 0, 1
12124, 0, 0, 1
12201, 0, 0, 1
12202, 0, 0, 1
12203, 0, 0, 1
12204, 0, 0, 1
12205, 0, 0, 1
12206, 0, 0, 1
12207, 0, 0, 1
12208, 10, 19, 1
12209, 17, 57, 1
12210, 17, 86, 1
12211, 17, 108, 1
12212, 5, 96, 1
12213, 7, 60, 1
12214, 2, 55, 1
12215, 10, 55, 1
12216, 17, 41, 1
12217, 24, 10, 1
12218, 0, 0, 1
12219, 0, 0, 1
12220, 0, 0, 1
12221, 0, 0, 1
12222, 0, 0, 1
12223, 0, 0, 1
12224, 0, 0, 1
12301, 0, 0, 1
12302, 0, 0, 1
12303, 0, 0, 1
12304, 0, 0, 1
12305, 0, 0, 1
12306, 0, 0, 1
12307, 2, 2, 1
12308, 17, 24, 1
12309, 17, 57, 1
12310, 14, 86, 1
12311, 14, 110, 1
12312, 12, 91, 1
12313, 10, 91, 1
12314, 5, 81, 1
12315, 5, 57, 1
12316, 17, 41, 1
12317, 19, 10, 1
12318, 0, 0, 1
12319, 0, 0, 1
12320, 0, 0, 1
12321, 0, 0, 1
12322, 0, 0, 1
12323, 0, 0, 1
12324, 0, 0, 1
12401, 0, 0, 1
12402, 0, 0, 1
12403, 0, 0, 1
12404, 0, 0, 1
12405, 0, 0, 1
12406, 0, 0, 1
12407, 2, 2, 1
12408, 318, 41, 1
12409, 523, 69, 1
12410, 342, 139, 1
12411, 380, 165, 1
12412, 100, 194, 1
12413, 103, 189, 1
12414, 366, 155, 1
12415, 174, 129, 1
12416, 79, 67, 1
12417, 60, 14, 1
12418, 0, 0, 1
12419, 0, 0, 1
12420, 0, 0, 1
12421, 0, 0, 1
12422, 0, 0, 1
12423, 0, 0, 1
12424, 0, 0, 1
12501, 0, 0, 1
12502, 0, 0, 1
12503, 0, 0, 1
12504, 0, 0, 1
12505, 0, 0, 1
12506, 0, 0, 1
12507, 2, 2, 1
12508, 57, 36, 1
12509, 208, 100, 1
12510, 65, 134, 1
12511, 45, 151, 1
12512, 69, 184, 1
12513, 251, 198, 1
12514, 45, 141, 1
12515, 103, 124, 1
12516, 53, 62, 1
12517, 38, 14, 1
12518, 0, 0, 1
12519, 0, 0, 1
12520, 0, 0, 1
12521, 0, 0, 1
12522, 0, 0, 1
12523, 0, 0, 1
12524, 0, 0, 1
12601, 0, 0, 1
12602, 0, 0, 1
12603, 0, 0, 1
12604, 0, 0, 1
12605, 0, 0, 1
12606, 0, 0, 1
12607, 2, 2, 1
12608, 239, 43, 1
12609, 65, 88, 1
12610, 191, 153, 1
12611, 182, 191, 1
12612, 461, 162, 1
12613, 179, 203, 1
12614, 291, 170, 1
12615, 155, 131, 1
12616, 447, 60, 1
12617, 127, 19, 1
12618, 0, 0, 1
12619, 0, 0, 1
12620, 0, 0, 1
12621, 0, 0, 1
12622, 0, 0, 1
12623, 0, 0, 1
12624, 0, 0, 1
12701, 0, 0, 1
12702, 0, 0, 1
12703, 0, 0, 1
12704, 0, 0, 1
12705, 0, 0, 1
12706, 0, 0, 1
12707, 2, 2, 1
12708, 370, 41, 1
12709, 545, 67, 1
12710, 640, 81, 1
12711, 671, 93, 1
12712, 313, 198, 1
12713, 105, 194, 1
12714, 50, 146, 1
12715, 112, 129, 1
12716, 124, 76, 1
12717, 74, 19, 1
12718, 0, 0, 1
12719, 0, 0, 1
12720, 0, 0, 1
12721, 0, 0, 1
12722, 0, 0, 1
12723, 0, 0, 1
12724, 0, 0, 1
12801, 0, 0, 1
12802, 0, 0, 1
12803, 0, 0, 1
12804, 0, 0, 1
12805, 0, 0, 1
12806, 0, 0, 1
12807, 2, 2, 1
12808, 222, 45, 1
12809, 559, 65, 1
12810, 647, 81, 1
12811, 387, 167, 1
12812, 196, 210, 1
12813, 148, 205, 1
12814, 186, 179, 1
12815, 311, 127, 1
12816, 373, 69, 1
12817, 103, 22, 1
12818, 0, 0, 1
12819, 0, 0, 1
12820, 0, 0, 1
12821, 0, 0, 1
12822, 0, 0, 1
12823, 0, 0, 1
12824, 0, 0, 1
12901, 0, 0, 1
12902, 0, 0, 1
12903, 0, 0, 1
12904, 0, 0, 1
12905, 0, 0, 1
12906, 0, 0, 1
12907, 2, 5, 1
12908, 385, 41, 1
12909, 585, 62, 1
12910, 676, 74, 1
12911, 600, 115, 1
12912, 423, 177, 1
12913, 607, 119, 1
12914, 507, 131, 1
12915, 158, 136, 1
12916, 69, 69, 1
12917, 93, 22, 1
12918, 0, 0, 1
12919, 0, 0, 1
12920, 0, 0, 1
12921, 0, 0, 1
12922, 0, 0, 1
12923, 0, 0, 1
12924, 0, 0, 1
13001, 0, 0, 1
13002, 0, 0, 1
13003, 0, 0, 1
13004, 0, 0, 1
13005, 0, 0, 1
13006, 0, 0, 1
13007, 2, 5, 1
13008, 435, 38, 1
13009, 626, 57, 1
13010, 717, 65, 1
13011, 650, 100, 1
13012, 769, 72, 1
13013, 664, 103, 1
13014, 540, 122, 1
13015, 502, 100, 1
13016, 530, 55, 1
13017, 277, 24, 1
13018, 0, 0, 1
13019, 0, 0, 1
13020, 0, 0, 1
13021, 0, 0, 1
13022, 0, 0, 1
13023, 0, 0, 1
13024, 0, 0, 1
13101, 0, 0, 1
13102, 0, 0, 1
13103, 0, 0, 1
13104, 0, 0, 1
13105, 0, 0, 1
13106, 0, 0, 1
13107, 2, 5, 1
13108, 356, 43, 1
13109, 614, 60, 1
13110, 693, 72, 1
13111, 287, 191, 1
13112, 447, 172, 1
13113, 440, 172, 1
13114, 225, 184, 1
13115, 667, 67, 1
13116, 442, 67, 1
13117, 308, 24, 1
13118, 0, 0, 1
13119, 0, 0, 1
13120, 0, 0, 1
13121, 0, 0, 1
13122, 0, 0, 1
13123, 0, 0, 1
13124, 0, 0, 1
20101, 0, 0, 1
20102, 0, 0, 1
20103, 0, 0, 1
20104, 0, 0, 1
20105, 0, 0, 1
20106, 0, 0, 1
20107, 2, 5, 1
20108, 48, 41, 1
20109, 48, 86, 1
20110, 98, 151, 1
20111, 461, 155, 1
20112, 373, 194, 1
20113, 564, 136, 1
20114, 444, 151, 1
20115, 108, 134, 1
20116, 385, 72, 1
20117, 237, 26, 1
20118, 0, 0, 1
20119, 0, 0, 1
20120, 0, 0, 1
20121, 0, 0, 1
20122, 0, 0, 1
20123, 0, 0, 1
20124, 0, 0, 1
20201, 0, 0, 1
20202, 0, 0, 1
20203, 0, 0, 1
20204, 0, 0, 1
20205, 0, 0, 1
20206, 0, 0, 1
20207, 2, 5, 1
20208, 225, 50, 1
20209, 571, 67, 1
20210, 659, 81, 1
20211, 485, 151, 1
20212, 55, 186, 1
20213, 201, 215, 1
20214, 205, 186, 1
20215, 454, 112, 1
20216, 346, 76, 1
20217, 217, 26, 1
20218, 0, 0, 1
20219, 0, 0, 1
20220, 0, 0, 1
20221, 0, 0, 1
20222, 0, 0, 1
20223, 0, 0, 1
20224, 0, 0, 1
20301, 0, 0, 1
20302, 0, 0, 1
20303, 0, 0, 1
20304, 0, 0, 1
20305, 0, 0, 1
20306, 0, 0, 1
20307, 10, 7, 1
20308, 229, 50, 1
20309, 583, 67, 1
20310, 669, 79, 1
20311, 698, 91, 1
20312, 337, 203, 1
20313, 707, 93, 1
20314, 688, 86, 1
20315, 127, 141, 1
20316, 84, 79, 1
20317, 69, 24, 1
20318, 0, 0, 1
20319, 0, 0, 1
20320, 0, 0, 1
20321, 0, 0, 1
20322, 0, 0, 1
20323, 0, 0, 1
20324, 0, 0, 1
20401, 0, 0, 1
20402, 0, 0, 1
20403, 0, 0, 1
20404, 0, 0, 1
20405, 0, 0, 1
20406, 0, 0, 1
20407, 2, 5, 1
20408, 191, 53, 1
20409, 569, 69, 1
20410, 655, 84, 1
20411, 387, 177, 1
20412, 693, 100, 1
20413, 196, 217, 1
20414, 148, 189, 1
20415, 177, 146, 1
20416, 447, 69, 1
20417, 60, 24, 1
20418, 0, 0, 1
20419, 0, 0, 1
20420, 0, 0, 1
20421, 0, 0, 1
20422, 0, 0, 1
20423, 0, 0, 1
20424, 0, 0, 1
20501, 0, 0, 1
20502, 0, 0, 1
20503, 0, 0, 1
20504, 0, 0, 1
20505, 0, 0, 1
20506, 0, 0, 1
20507, 2, 5, 1
20508, 98, 50, 1
20509, 344, 103, 1
20510, 416, 139, 1
20511, 217, 205, 1
20512, 119, 217, 1
20513, 124, 215, 1
20514, 36, 146, 1
20515, 134, 143, 1
20516, 103, 84, 1
20517, 148, 29, 1
20518, 0, 0, 1
20519, 0, 0, 1
20520, 0, 0, 1
20521, 0, 0, 1
20522, 0, 0, 1
20523, 0, 0, 1
20524, 0, 0, 1
20601, 0, 0, 1
20602, 0, 0, 1
20603, 0, 0, 1
20604, 0, 0, 1
20605, 0, 0, 1
20606, 0, 0, 1
20607, 2, 5, 1
20608, 69, 48, 1
20609, 473, 86, 1
20610, 516, 117, 1
20611, 440, 167, 1
20612, 284, 217, 1
20613, 122, 215, 1
20614, 129, 189, 1
20615, 41, 115, 1
20616, 84, 84, 1
20617, 41, 24, 1
20618, 0, 0, 1
20619, 0, 0, 1
20620, 0, 0, 1
20621, 0, 0, 1
20622, 0, 0, 1
20623, 0, 0, 1
20624, 0, 0, 1
20701, 0, 0, 1
20702, 0, 0, 1
20703, 0, 0, 1
20704, 0, 0, 1
20705, 0, 0, 1
20706, 0, 0, 1
20707, 19, 10, 1
20708, 399, 45, 1
20709, 612, 65, 1
20710, 690, 76, 1
20711, 437, 170, 1
20712, 370, 203, 1
20713, 640, 119, 1
20714, 724, 79, 1
20715, 669, 72, 1
20716, 552, 60, 1
20717, 201, 31, 1
20718, 0, 0, 1
20719, 0, 0, 1
20720, 0, 0, 1
20721, 0, 0, 1
20722, 0, 0, 1
20723, 0, 0, 1
20724, 0, 0, 1
20801, 0, 0, 1
20802, 0, 0, 1
20803, 0, 0, 1
20804, 0, 0, 1
20805, 0, 0, 1
20806, 0, 0, 1
20807, 10, 7, 1
20808, 263, 55, 1
20809, 573, 72, 1
20810, 468, 131, 1
20811, 237, 208, 1
20812, 69, 203, 1
20813, 385, 196, 1
20814, 377, 174, 1
20815, 134, 148, 1
20816, 182, 93, 1
20817, 62, 29, 1
20818, 0, 0, 1
20819, 0, 0, 1
20820, 0, 0, 1
20821, 0, 0, 1
20822, 0, 0, 1
20823, 0, 0, 1
20824, 0, 0, 1
20901, 0, 0, 1
20902, 0, 0, 1
20903, 0, 0, 1
20904, 0, 0, 1
20905, 0, 0, 1
20906, 0, 0, 1
20907, 33, 10, 1
20908, 385, 48, 1
20909, 487, 86, 1
20910, 667, 84, 1
20911, 585, 129, 1
20912, 253, 227, 1
20913, 258, 222, 1
20914, 688, 91, 1
20915, 162, 153, 1
20916, 60, 79, 1
20917, 69, 29, 1
20918, 0, 0, 1
20919, 0, 0, 1
20920, 0, 0, 1
20921, 0, 0, 1
20922, 0, 0, 1
20923, 0, 0, 1
20924, 0, 0, 1
21001, 0, 0, 1
21002, 0, 0, 1
21003, 0, 0, 1
21004, 0, 0, 1
21005, 0, 0, 1
21006, 0, 0, 1
21007, 2, 2, 1
21008, 5, 19, 1
21009, 5, 38, 1
21010, 5, 55, 1
21011, 2, 69, 1
21012, 12, 105, 1
21013, 17, 134, 1
21014, 17, 117, 1
21015, 17, 88, 1
21016, 14, 55, 1
21017, 14, 19, 1
21018, 0, 0, 1
21019, 0, 0, 1
21020, 0, 0, 1
21021, 0, 0, 1
21022, 0, 0, 1
21023, 0, 0, 1
21024, 0, 0, 1
21101, 0, 0, 1
21102, 0, 0, 1
21103, 0, 0, 1
21104, 0, 0, 1
21105, 0, 0, 1
21106, 0, 0, 1
21107, 2, 5, 1
21108, 22, 38, 1
21109, 22, 76, 1
21110, 22, 110, 1
21111, 119, 208, 1
21112, 84, 217, 1
21113, 19, 151, 1
21114, 17, 131, 1
21115, 93, 146, 1
21116, 55, 81, 1
21117, 22, 24, 1
21118, 0, 0, 1
21119, 0, 0, 1
21120, 0, 0, 1
21121, 0, 0, 1
21122, 0, 0, 1
21123, 0, 0, 1
21124, 0, 0, 1
21201, 0, 0, 1
21202, 0, 0, 1
21203, 0, 0, 1
21204, 0, 0, 1
21205, 0, 0, 1
21206, 0, 0, 1
21207, 57, 12, 1
21208, 301, 57, 1
21209, 597, 69, 1
21210, 676, 84, 1
21211, 217, 217, 1
21212, 217, 237, 1
21213, 220, 232, 1
21214, 492, 151, 1
21215, 647, 79, 1
21216, 409, 81, 1
21217, 289, 36, 1
21218, 0, 0, 1
21219, 0, 0, 1
21220, 0, 0, 1
21221, 0, 0, 1
21222, 0, 0, 1
21223, 0, 0, 1
21224, 0, 0, 1
21301, 0, 0, 1
21302, 0, 0, 1
21303, 0, 0, 1
21304, 0, 0, 1
21305, 0, 0, 1
21306, 0, 0, 1
21307, 57, 12, 1
21308, 334, 55, 1
21309, 535, 84, 1
21310, 24, 124, 1
21311, 29, 148, 1
21312, 22, 167, 1
21313, 24, 160, 1
21314, 26, 143, 1
21315, 29, 108, 1
21316, 29, 67, 1
21317, 31, 26, 1
21318, 0, 0, 1
21319, 0, 0, 1
21320, 0, 0, 1
21321, 0, 0, 1
21322, 0, 0, 1
21323, 0, 0, 1
21324, 0, 0, 1
21401, 0, 0, 1
21402, 0, 0, 1
21403, 0, 0, 1
21404, 0, 0, 1
21405, 0, 0, 1
21406, 0, 0, 1
21407, 2, 5, 1
21408, 17, 38, 1
21409, 17, 72, 1
21410, 14, 105, 1
21411, 14, 129, 1
21412, 14, 143, 1
21413, 17, 136, 1
21414, 17, 122, 1
21415, 12, 93, 1
21416, 17, 60, 1
21417, 14, 22, 1
21418, 0, 0, 1
21419, 0, 0, 1
21420, 0, 0, 1
21421, 0, 0, 1
21422, 0, 0, 1
21423, 0, 0, 1
21424, 0, 0, 1
21501, 0, 0, 1
21502, 0, 0, 1
21503, 0, 0, 1
21504, 0, 0, 1
21505, 0, 0, 1
21506, 0, 0, 1
21507, 10, 7, 1
21508, 17, 36, 1
21509, 17, 72, 1
21510, 14, 108, 1
21511, 14, 131, 1
21512, 12, 146, 1
21513, 17, 139, 1
21514, 12, 124, 1
21515, 14, 93, 1
21516, 10, 50, 1
21517, 2, 12, 1
21518, 0, 0, 1
21519, 0, 0, 1
21520, 0, 0, 1
21521, 0, 0, 1
21522, 0, 0, 1
21523, 0, 0, 1
21524, 0, 0, 1
21601, 0, 0, 1
21602, 0, 0, 1
21603, 0, 0, 1
21604, 0, 0, 1
21605, 0, 0, 1
21606, 0, 0, 1
21607, 33, 10, 1
21608, 151, 65, 1
21609, 146, 127, 1
21610, 174, 184, 1
21611, 86, 208, 1
21612, 57, 208, 1
21613, 88, 222, 1
21614, 280, 203, 1
21615, 330, 151, 1
21616, 339, 96, 1
21617, 67, 36, 1
21618, 2, 2, 1
21619, 0, 0, 1
21620, 0, 0, 1
21621, 0, 0, 1
21622, 0, 0, 1
21623, 0, 0, 1
21624, 0, 0, 1
21701, 0, 0, 1
21702, 0, 0, 1
21703, 0, 0, 1
21704, 0, 0, 1
21705, 0, 0, 1
21706, 0, 0, 1
21707, 33, 10, 1
21708, 172, 67, 1
21709, 397, 110, 1
21710, 96, 174, 1
21711, 296, 217, 1
21712, 299, 234, 1
21713, 177, 241, 1
21714, 184, 213, 1
21715, 358, 148, 1
21716, 308, 100, 1
21717, 136, 41, 1
21718, 2, 2, 1
21719, 0, 0, 1
21720, 0, 0, 1
21721, 0, 0, 1
21722, 0, 0, 1
21723, 0, 0, 1
21724, 0, 0, 1
21801, 0, 0, 1
