SRforSCF_03.csv, ñ@ê¸ñ íºíBì˙éÀó , êÖïΩñ ìVãÛì˙éÀó , ígñ[1_ó‚ñ[2
40609, 31, 167, 2
40610, 31, 203, 2
40611, 50, 251, 2
40612, 325, 287, 2
40613, 196, 287, 2
40614, 325, 227, 2
40615, 148, 184, 2
40616, 143, 119, 2
40617, 81, 50, 2
40618, 5, 5, 2
40619, 0, 0, 2
40620, 0, 0, 2
40621, 0, 0, 2
40622, 0, 0, 2
40623, 0, 0, 2
40624, 0, 0, 2
40701, 0, 0, 2
40702, 0, 0, 2
40703, 0, 0, 2
40704, 0, 0, 2
40705, 0, 2, 2
40706, 36, 31, 2
40707, 155, 105, 2
40708, 29, 124, 2
40709, 29, 167, 2
40710, 105, 268, 2
40711, 191, 308, 2
40712, 191, 311, 2
40713, 69, 260, 2
40714, 401, 208, 2
40715, 198, 186, 2
40716, 31, 88, 2
40717, 33, 41, 2
40718, 5, 5, 2
40719, 0, 0, 2
40720, 0, 0, 2
40721, 0, 0, 2
40722, 0, 0, 2
40723, 0, 0, 2
40724, 0, 0, 2
40801, 0, 0, 2
40802, 0, 0, 2
40803, 0, 0, 2
40804, 0, 0, 2
40805, 0, 2, 2
40806, 29, 29, 2
40807, 24, 72, 2
40808, 24, 119, 2
40809, 24, 160, 2
40810, 24, 194, 2
40811, 26, 213, 2
40812, 134, 308, 2
40813, 131, 287, 2
40814, 179, 248, 2
40815, 91, 177, 2
40816, 48, 98, 2
40817, 201, 57, 2
40818, 5, 5, 2
40819, 0, 0, 2
40820, 0, 0, 2
40821, 0, 0, 2
40822, 0, 0, 2
40823, 0, 0, 2
40824, 0, 0, 2
40901, 0, 0, 2
40902, 0, 0, 2
40903, 0, 0, 2
40904, 0, 0, 2
40905, 0, 2, 2
40906, 313, 41, 2
40907, 621, 55, 2
40908, 714, 67, 2
40909, 755, 76, 2
40910, 767, 88, 2
40911, 772, 96, 2
40912, 191, 313, 2
40913, 461, 225, 2
40914, 755, 81, 2
40915, 729, 69, 2
40916, 645, 60, 2
40917, 461, 43, 2
40918, 38, 10, 2
40919, 0, 0, 2
40920, 0, 0, 2
40921, 0, 0, 2
40922, 0, 0, 2
40923, 0, 0, 2
40924, 0, 0, 2
41001, 0, 0, 2
41002, 0, 0, 2
41003, 0, 0, 2
41004, 0, 0, 2
41005, 0, 2, 2
41006, 205, 45, 2
41007, 81, 100, 2
41008, 62, 155, 2
41009, 22, 155, 2
41010, 36, 217, 2
41011, 22, 208, 2
41012, 57, 272, 2
41013, 33, 229, 2
41014, 36, 194, 2
41015, 24, 122, 2
41016, 24, 81, 2
41017, 24, 38, 2
41018, 5, 5, 2
41019, 0, 0, 2
41020, 0, 0, 2
41021, 0, 0, 2
41022, 0, 0, 2
41023, 0, 0, 2
41024, 0, 0, 2
41101, 0, 0, 2
41102, 0, 0, 2
41103, 0, 0, 2
41104, 0, 0, 2
41105, 0, 2, 2
41106, 36, 33, 2
41107, 55, 93, 2
41108, 143, 177, 2
41109, 50, 198, 2
41110, 98, 272, 2
41111, 246, 308, 2
41112, 100, 301, 2
41113, 31, 210, 2
41114, 258, 246, 2
41115, 251, 189, 2
41116, 174, 127, 2
41117, 36, 45, 2
41118, 10, 7, 2
41119, 0, 0, 2
41120, 0, 0, 2
41121, 0, 0, 2
41122, 0, 0, 2
41123, 0, 0, 2
41124, 0, 0, 2
41201, 0, 0, 2
41202, 0, 0, 2
41203, 0, 0, 2
41204, 0, 0, 2
41205, 0, 2, 2
41206, 29, 33, 2
41207, 29, 79, 2
41208, 29, 124, 2
41209, 29, 165, 2
41210, 22, 203, 2
41211, 22, 222, 2
41212, 19, 225, 2
41213, 24, 205, 2
41214, 294, 239, 2
41215, 569, 117, 2
41216, 311, 117, 2
41217, 48, 50, 2
41218, 10, 7, 2
41219, 0, 0, 2
41220, 0, 0, 2
41221, 0, 0, 2
41222, 0, 0, 2
41223, 0, 0, 2
41224, 0, 0, 2
41301, 0, 0, 2
41302, 0, 0, 2
41303, 0, 0, 2
41304, 0, 0, 2
41305, 0, 2, 2
41306, 5, 19, 2
41307, 12, 60, 2
41308, 22, 117, 2
41309, 24, 155, 2
41310, 22, 189, 2
41311, 26, 203, 2
41312, 10, 158, 2
41313, 7, 151, 2
41314, 22, 165, 2
41315, 55, 165, 2
41316, 409, 105, 2
41317, 50, 50, 2
41318, 19, 10, 2
41319, 0, 0, 2
41320, 0, 0, 2
41321, 0, 0, 2
41322, 0, 0, 2
41323, 0, 0, 2
41324, 0, 0, 2
41401, 0, 0, 2
41402, 0, 0, 2
41403, 0, 0, 2
41404, 0, 0, 2
41405, 10, 7, 2
41406, 349, 45, 2
41407, 573, 69, 2
41408, 657, 84, 2
41409, 693, 103, 2
41410, 700, 119, 2
41411, 705, 129, 2
41412, 707, 129, 2
41413, 707, 119, 2
41414, 695, 105, 2
41415, 162, 196, 2
41416, 210, 129, 2
41417, 84, 57, 2
41418, 38, 10, 2
41419, 0, 0, 2
41420, 0, 0, 2
41421, 0, 0, 2
41422, 0, 0, 2
41423, 0, 0, 2
41424, 0, 0, 2
41501, 0, 0, 2
41502, 0, 0, 2
41503, 0, 0, 2
41504, 0, 0, 2
41505, 5, 5, 2
41506, 86, 48, 2
41507, 24, 79, 2
41508, 22, 124, 2
41509, 22, 155, 2
41510, 0, 105, 2
41511, 19, 158, 2
41512, 88, 301, 2
41513, 88, 280, 2
41514, 385, 220, 2
41515, 38, 153, 2
41516, 24, 86, 2
41517, 24, 43, 2
41518, 10, 7, 2
41519, 0, 0, 2
41520, 0, 0, 2
41521, 0, 0, 2
41522, 0, 0, 2
41523, 0, 0, 2
41524, 0, 0, 2
41601, 0, 0, 2
41602, 0, 0, 2
41603, 0, 0, 2
41604, 0, 0, 2
41605, 10, 7, 2
41606, 363, 48, 2
41607, 602, 65, 2
41608, 578, 110, 2
41609, 96, 234, 2
41610, 96, 277, 2
41611, 511, 225, 2
41612, 733, 117, 2
41613, 726, 110, 2
41614, 504, 182, 2
41615, 690, 81, 2
41616, 624, 67, 2
41617, 440, 50, 2
41618, 57, 12, 2
41619, 0, 0, 2
41620, 0, 0, 2
41621, 0, 0, 2
41622, 0, 0, 2
41623, 0, 0, 2
41624, 0, 0, 2
41701, 0, 0, 2
41702, 0, 0, 2
41703, 0, 0, 2
41704, 0, 0, 2
41705, 19, 10, 2
41706, 413, 45, 2
41707, 619, 62, 2
41708, 698, 74, 2
41709, 731, 88, 2
41710, 743, 103, 2
41711, 748, 110, 2
41712, 748, 110, 2
41713, 743, 105, 2
41714, 733, 91, 2
41715, 710, 76, 2
41716, 636, 65, 2
41717, 459, 50, 2
41718, 170, 12, 2
41719, 0, 0, 2
41720, 0, 0, 2
41721, 0, 0, 2
41722, 0, 0, 2
41723, 0, 0, 2
41724, 0, 0, 2
41801, 0, 0, 2
41802, 0, 0, 2
41803, 0, 0, 2
41804, 0, 0, 2
41805, 10, 7, 2
41806, 354, 50, 2
41807, 127, 119, 2
41808, 81, 174, 2
41809, 552, 158, 2
41810, 662, 141, 2
41811, 554, 205, 2
41812, 454, 253, 2
41813, 659, 143, 2
41814, 287, 248, 2
41815, 456, 153, 2
41816, 208, 131, 2
41817, 60, 57, 2
41818, 60, 12, 2
41819, 0, 0, 2
41820, 0, 0, 2
41821, 0, 0, 2
41822, 0, 0, 2
41823, 0, 0, 2
41824, 0, 0, 2
41901, 0, 0, 2
41902, 0, 0, 2
41903, 0, 0, 2
41904, 0, 0, 2
41905, 5, 5, 2
41906, 17, 36, 2
41907, 19, 74, 2
41908, 7, 86, 2
41909, 0, 84, 2
41910, 17, 84, 2
41911, 0, 103, 2
41912, 0, 103, 2
41913, 12, 86, 2
41914, 2, 122, 2
41915, 7, 98, 2
41916, 69, 119, 2
41917, 19, 41, 2
41918, 19, 10, 2
41919, 0, 0, 2
41920, 0, 0, 2
41921, 0, 0, 2
41922, 0, 0, 2
41923, 0, 0, 2
41924, 0, 0, 2
42001, 0, 0, 2
42002, 0, 0, 2
42003, 0, 0, 2
42004, 0, 0, 2
42005, 19, 10, 2
42006, 69, 53, 2
42007, 62, 108, 2
42008, 57, 165, 2
42009, 394, 215, 2
42010, 681, 131, 2
42011, 686, 141, 2
42012, 681, 143, 2
42013, 681, 134, 2
42014, 669, 119, 2
42015, 647, 96, 2
42016, 585, 76, 2
42017, 215, 67, 2
42018, 60, 12, 2
42019, 0, 0, 2
42020, 0, 0, 2
42021, 0, 0, 2
42022, 0, 0, 2
42023, 0, 0, 2
42024, 0, 0, 2
42101, 0, 0, 2
42102, 0, 0, 2
42103, 0, 0, 2
42104, 0, 0, 2
42105, 19, 10, 2
42106, 143, 60, 2
42107, 483, 91, 2
42108, 619, 100, 2
42109, 640, 127, 2
42110, 645, 148, 2
42111, 650, 160, 2
42112, 432, 265, 2
42113, 38, 246, 2
42114, 41, 213, 2
42115, 43, 162, 2
42116, 45, 110, 2
42117, 50, 57, 2
42118, 60, 12, 2
42119, 0, 0, 2
42120, 0, 0, 2
42121, 0, 0, 2
42122, 0, 0, 2
42123, 0, 0, 2
42124, 0, 0, 2
42201, 0, 0, 2
42202, 0, 0, 2
42203, 0, 0, 2
42204, 0, 0, 2
42205, 0, 2, 2
42206, 2, 22, 2
42207, 0, 43, 2
42208, 2, 62, 2
42209, 12, 117, 2
42210, 12, 186, 2
42211, 12, 205, 2
42212, 10, 208, 2
42213, 12, 191, 2
42214, 19, 155, 2
42215, 17, 122, 2
42216, 19, 81, 2
42217, 14, 41, 2
42218, 86, 12, 2
42219, 0, 0, 2
42220, 0, 0, 2
42221, 0, 0, 2
42222, 0, 0, 2
42223, 0, 0, 2
42224, 0, 0, 2
42301, 0, 0, 2
42302, 0, 0, 2
42303, 0, 0, 2
42304, 0, 0, 2
42305, 41, 10, 2
42306, 96, 60, 2
42307, 234, 127, 2
42308, 564, 119, 2
42309, 676, 112, 2
42310, 151, 303, 2
42311, 480, 244, 2
42312, 478, 246, 2
42313, 313, 287, 2
42314, 683, 112, 2
42315, 659, 93, 2
42316, 507, 96, 2
42317, 196, 72, 2
42318, 86, 12, 2
42319, 0, 0, 2
42320, 0, 0, 2
42321, 0, 0, 2
42322, 0, 0, 2
42323, 0, 0, 2
42324, 0, 0, 2
42401, 0, 0, 2
42402, 0, 0, 2
42403, 0, 0, 2
42404, 0, 0, 2
42405, 33, 10, 2
42406, 41, 50, 2
42407, 41, 100, 2
42408, 222, 196, 2
42409, 210, 258, 2
42410, 84, 282, 2
42411, 342, 301, 2
42412, 538, 217, 2
42413, 208, 308, 2
42414, 215, 263, 2
42415, 155, 205, 2
42416, 296, 131, 2
42417, 136, 72, 2
42418, 50, 12, 2
42419, 0, 0, 2
42420, 0, 0, 2
42421, 0, 0, 2
42422, 0, 0, 2
42423, 0, 0, 2
42424, 0, 0, 2
42501, 0, 0, 2
42502, 0, 0, 2
42503, 0, 0, 2
42504, 0, 0, 2
42505, 22, 10, 2
42506, 26, 43, 2
42507, 325, 122, 2
42508, 165, 198, 2
42509, 91, 244, 2
42510, 91, 287, 2
42511, 57, 287, 2
42512, 22, 225, 2
42513, 24, 208, 2
42514, 19, 182, 2
42515, 22, 136, 2
42516, 24, 91, 2
42517, 17, 41, 2
42518, 10, 7, 2
42519, 0, 0, 2
42520, 0, 0, 2
42521, 0, 0, 2
42522, 0, 0, 2
42523, 0, 0, 2
42524, 0, 0, 2
42601, 0, 0, 2
42602, 0, 0, 2
42603, 0, 0, 2
42604, 0, 0, 2
42605, 60, 12, 2
42606, 60, 57, 2
42607, 115, 129, 2
42608, 616, 105, 2
42609, 533, 172, 2
42610, 358, 272, 2
42611, 174, 332, 2
42612, 96, 318, 2
42613, 98, 296, 2
42614, 351, 239, 2
42615, 619, 108, 2
42616, 564, 84, 2
42617, 377, 62, 2
42618, 110, 14, 2
42619, 0, 0, 2
42620, 0, 0, 2
42621, 0, 0, 2
42622, 0, 0, 2
42623, 0, 0, 2
42624, 0, 0, 2
42701, 0, 0, 2
42702, 0, 0, 2
42703, 0, 0, 2
42704, 0, 0, 2
42705, 86, 12, 2
42706, 79, 62, 2
42707, 146, 134, 2
42708, 449, 158, 2
42709, 662, 122, 2
42710, 669, 141, 2
42711, 667, 153, 2
42712, 667, 153, 2
42713, 667, 143, 2
42714, 659, 124, 2
42715, 636, 103, 2
42716, 456, 108, 2
42717, 241, 74, 2
42718, 129, 17, 2
42719, 0, 0, 2
42720, 0, 0, 2
42721, 0, 0, 2
42722, 0, 0, 2
42723, 0, 0, 2
42724, 0, 0, 2
42801, 0, 0, 2
42802, 0, 0, 2
42803, 0, 0, 2
42804, 0, 0, 2
42805, 170, 12, 2
42806, 432, 55, 2
42807, 597, 74, 2
42808, 657, 93, 2
42809, 683, 112, 2
42810, 695, 127, 2
42811, 693, 141, 2
42812, 693, 141, 2
42813, 698, 127, 2
42814, 688, 112, 2
42815, 664, 93, 2
42816, 609, 74, 2
42817, 385, 65, 2
42818, 146, 17, 2
42819, 0, 0, 2
42820, 0, 0, 2
42821, 0, 0, 2
42822, 0, 0, 2
42823, 0, 0, 2
42824, 0, 0, 2
42901, 0, 0, 2
42902, 0, 0, 2
42903, 0, 0, 2
42904, 0, 0, 2
42905, 19, 10, 2
42906, 19, 43, 2
42907, 55, 117, 2
42908, 146, 203, 2
42909, 14, 167, 2
42910, 17, 196, 2
42911, 12, 215, 2
42912, 10, 217, 2
42913, 12, 201, 2
42914, 7, 134, 2
42915, 2, 69, 2
42916, 5, 48, 2
42917, 5, 24, 2
42918, 5, 7, 2
42919, 0, 0, 2
42920, 0, 0, 2
42921, 0, 0, 2
42922, 0, 0, 2
42923, 0, 0, 2
42924, 0, 0, 2
43001, 0, 0, 2
43002, 0, 0, 2
43003, 0, 0, 2
43004, 0, 0, 2
43005, 50, 12, 2
43006, 36, 53, 2
43007, 33, 103, 2
43008, 31, 153, 2
43009, 36, 194, 2
43010, 36, 227, 2
43011, 26, 253, 2
43012, 72, 303, 2
43013, 234, 311, 2
43014, 478, 201, 2
43015, 299, 198, 2
43016, 425, 115, 2
43017, 299, 72, 2
43018, 69, 17, 2
43019, 0, 0, 2
43020, 0, 0, 2
43021, 0, 0, 2
43022, 0, 0, 2
43023, 0, 0, 2
43024, 0, 0, 2
50101, 0, 0, 2
50102, 0, 0, 2
50103, 0, 0, 2
50104, 0, 0, 2
50105, 84, 14, 2
50106, 96, 69, 2
50107, 194, 139, 2
50108, 186, 205, 2
50109, 604, 146, 2
50110, 609, 170, 2
50111, 332, 311, 2
50112, 165, 339, 2
50113, 272, 306, 2
50114, 213, 270, 2
50115, 502, 148, 2
50116, 373, 124, 2
50117, 110, 76, 2
50118, 60, 17, 2
50119, 0, 0, 2
50120, 0, 0, 2
50121, 0, 0, 2
50122, 0, 0, 2
50123, 0, 0, 2
50124, 0, 0, 2
50201, 0, 0, 2
50202, 0, 0, 2
50203, 0, 0, 2
50204, 0, 0, 2
50205, 50, 14, 2
50206, 48, 60, 2
50207, 43, 110, 2
50208, 38, 165, 2
50209, 38, 213, 2
50210, 41, 246, 2
50211, 41, 265, 2
50212, 115, 330, 2
50213, 492, 229, 2
50214, 597, 151, 2
50215, 583, 122, 2
50216, 533, 93, 2
50217, 401, 65, 2
50218, 256, 22, 2
50219, 0, 0, 2
50220, 0, 0, 2
50221, 0, 0, 2
50222, 0, 0, 2
50223, 0, 0, 2
50224, 0, 0, 2
50301, 0, 0, 2
50302, 0, 0, 2
50303, 0, 0, 2
50304, 0, 0, 2
50305, 213, 17, 2
50306, 418, 60, 2
50307, 573, 81, 2
50308, 626, 105, 2
50309, 640, 131, 2
50310, 647, 153, 2
50311, 351, 306, 2
50312, 96, 325, 2
50313, 48, 263, 2
50314, 217, 272, 2
50315, 280, 205, 2
50316, 50, 122, 2
50317, 57, 67, 2
50318, 65, 19, 2
50319, 0, 0, 2
50320, 0, 0, 2
50321, 0, 0, 2
50322, 0, 0, 2
50323, 0, 0, 2
50324, 0, 0, 2
50401, 0, 0, 2
50402, 0, 0, 2
50403, 0, 0, 2
50404, 0, 0, 2
50405, 24, 12, 2
50406, 26, 53, 2
50407, 24, 96, 2
50408, 24, 143, 2
50409, 2, 146, 2
50410, 19, 98, 2
50411, 2, 186, 2
50412, 215, 339, 2
50413, 124, 313, 2
50414, 41, 210, 2
50415, 205, 215, 2
50416, 277, 141, 2
50417, 26, 55, 2
50418, 24, 14, 2
50419, 0, 0, 2
50420, 0, 0, 2
50421, 0, 0, 2
50422, 0, 0, 2
50423, 0, 0, 2
50424, 0, 0, 2
50501, 0, 0, 2
50502, 0, 0, 2
50503, 0, 0, 2
50504, 0, 0, 2
50505, 81, 17, 2
50506, 76, 69, 2
50507, 136, 141, 2
50508, 475, 155, 2
50509, 681, 115, 2
50510, 688, 134, 2
50511, 695, 141, 2
50512, 695, 141, 2
50513, 690, 134, 2
50514, 681, 117, 2
50515, 571, 127, 2
50516, 614, 76, 2
50517, 385, 69, 2
50518, 86, 22, 2
50519, 0, 0, 2
50520, 0, 0, 2
50521, 0, 0, 2
50522, 0, 0, 2
50523, 0, 0, 2
50524, 0, 0, 2
50601, 0, 0, 2
50602, 0, 0, 2
50603, 0, 0, 2
50604, 0, 0, 2
50605, 141, 19, 2
50606, 291, 74, 2
50607, 129, 141, 2
50608, 232, 210, 2
50609, 361, 241, 2
50610, 652, 153, 2
50611, 349, 308, 2
50612, 96, 325, 2
50613, 91, 303, 2
50614, 280, 265, 2
50615, 432, 172, 2
50616, 507, 103, 2
50617, 134, 81, 2
50618, 62, 22, 2
50619, 0, 0, 2
50620, 0, 0, 2
50621, 0, 0, 2
50622, 0, 0, 2
50623, 0, 0, 2
50624, 0, 0, 2
50701, 0, 0, 2
50702, 0, 0, 2
50703, 0, 0, 2
50704, 0, 0, 2
50705, 17, 12, 2
50706, 17, 45, 2
50707, 14, 86, 2
50708, 19, 124, 2
50709, 10, 170, 2
50710, 29, 229, 2
50711, 14, 210, 2
50712, 12, 210, 2
50713, 12, 196, 2
50714, 17, 165, 2
50715, 14, 129, 2
50716, 17, 88, 2
50717, 17, 48, 2
50718, 14, 12, 2
50719, 0, 0, 2
50720, 0, 0, 2
50721, 0, 0, 2
50722, 0, 0, 2
50723, 0, 0, 2
50724, 0, 0, 2
50801, 0, 0, 2
50802, 0, 0, 2
50803, 0, 0, 2
50804, 0, 0, 2
50805, 45, 17, 2
50806, 241, 79, 2
50807, 566, 86, 2
50808, 616, 110, 2
50809, 631, 139, 2
50810, 638, 158, 2
50811, 201, 344, 2
50812, 57, 294, 2
50813, 57, 275, 2
50814, 57, 239, 2
50815, 60, 189, 2
50816, 22, 98, 2
50817, 19, 53, 2
50818, 43, 19, 2
50819, 0, 0, 2
50820, 0, 0, 2
50821, 0, 0, 2
50822, 0, 0, 2
50823, 0, 0, 2
50824, 0, 0, 2
50901, 0, 0, 2
50902, 0, 0, 2
50903, 0, 0, 2
50904, 0, 0, 2
50905, 253, 24, 2
50906, 487, 57, 2
50907, 631, 72, 2
50908, 681, 91, 2
50909, 700, 110, 2
50910, 710, 124, 2
50911, 714, 131, 2
50912, 609, 189, 2
50913, 275, 311, 2
50914, 232, 275, 2
50915, 420, 177, 2
50916, 631, 74, 2
50917, 452, 65, 2
50918, 172, 26, 2
50919, 0, 0, 2
50920, 0, 0, 2
50921, 0, 0, 2
50922, 0, 0, 2
50923, 0, 0, 2
50924, 0, 0, 2
51001, 0, 0, 2
51002, 0, 0, 2
51003, 0, 0, 2
51004, 0, 0, 2
51005, 22, 14, 2
51006, 17, 50, 2
51007, 17, 93, 2
51008, 19, 134, 2
51009, 17, 172, 2
51010, 24, 198, 2
51011, 24, 213, 2
51012, 31, 256, 2
51013, 45, 270, 2
51014, 158, 277, 2
51015, 17, 139, 2
51016, 19, 93, 2
51017, 17, 53, 2
51018, 19, 17, 2
51019, 0, 0, 2
51020, 0, 0, 2
51021, 0, 0, 2
51022, 0, 0, 2
51023, 0, 0, 2
51024, 0, 0, 2
51101, 0, 0, 2
51102, 0, 0, 2
51103, 0, 0, 2
51104, 0, 0, 2
51105, 57, 22, 2
51106, 232, 81, 2
51107, 103, 143, 2
51108, 65, 194, 2
51109, 346, 248, 2
51110, 612, 174, 2
51111, 614, 184, 2
51112, 332, 318, 2
51113, 210, 323, 2
51114, 511, 191, 2
51115, 590, 124, 2
51116, 170, 153, 2
51117, 108, 84, 2
51118, 55, 24, 2
51119, 0, 0, 2
51120, 0, 0, 2
51121, 0, 0, 2
51122, 0, 0, 2
51123, 0, 0, 2
51124, 0, 0, 2
51201, 0, 0, 2
51202, 0, 0, 2
51203, 0, 0, 2
51204, 0, 0, 2
51205, 17, 14, 2
51206, 7, 36, 2
51207, 2, 50, 2
51208, 2, 67, 2
51209, 0, 86, 2
51210, 0, 98, 2
51211, 0, 105, 2
51212, 0, 105, 2
51213, 0, 98, 2
51214, 0, 88, 2
51215, 0, 72, 2
51216, 7, 50, 2
51217, 5, 38, 2
51218, 19, 17, 2
51219, 0, 0, 2
51220, 0, 0, 2
51221, 0, 0, 2
51222, 0, 0, 2
51223, 0, 0, 2
51224, 0, 0, 2
51301, 0, 0, 2
51302, 0, 0, 2
51303, 0, 0, 2
51304, 0, 0, 2
51305, 22, 17, 2
51306, 22, 55, 2
51307, 19, 98, 2
51308, 22, 141, 2
51309, 14, 184, 2
51310, 19, 213, 2
51311, 14, 232, 2
51312, 17, 232, 2
51313, 17, 215, 2
51314, 447, 220, 2
51315, 287, 210, 2
51316, 10, 81, 2
51317, 7, 43, 2
51318, 22, 19, 2
51319, 0, 0, 2
51320, 0, 0, 2
51321, 0, 0, 2
51322, 0, 0, 2
51323, 0, 0, 2
51324, 0, 0, 2
51401, 0, 0, 2
51402, 0, 0, 2
51403, 0, 0, 2
51404, 0, 0, 2
51405, 158, 26, 2
51406, 432, 67, 2
51407, 612, 79, 2
51408, 662, 98, 2
51409, 681, 117, 2
51410, 686, 136, 2
51411, 686, 146, 2
51412, 688, 146, 2
51413, 688, 136, 2
51414, 588, 160, 2
51415, 659, 100, 2
51416, 447, 119, 2
51417, 232, 88, 2
51418, 91, 29, 2
51419, 0, 0, 2
51420, 0, 0, 2
51421, 0, 0, 2
51422, 0, 0, 2
51423, 0, 0, 2
51424, 0, 0, 2
51501, 0, 0, 2
51502, 0, 0, 2
51503, 0, 0, 2
51504, 0, 0, 2
51505, 19, 17, 2
51506, 19, 55, 2
51507, 19, 96, 2
51508, 33, 167, 2
51509, 53, 232, 2
51510, 29, 246, 2
51511, 148, 346, 2
51512, 76, 320, 2
51513, 26, 205, 2
51514, 19, 182, 2
51515, 19, 143, 2
51516, 36, 119, 2
51517, 22, 55, 2
51518, 22, 19, 2
51519, 0, 0, 2
51520, 0, 0, 2
51521, 0, 0, 2
51522, 0, 0, 2
51523, 0, 0, 2
51524, 0, 0, 2
51601, 0, 0, 2
51602, 0, 0, 2
51603, 0, 0, 2
51604, 0, 0, 2
51605, 60, 24, 2
51606, 53, 72, 2
51607, 22, 100, 2
51608, 103, 210, 2
51609, 165, 280, 2
51610, 45, 268, 2
51611, 418, 287, 2
51612, 628, 179, 2
51613, 626, 167, 2
51614, 428, 227, 2
51615, 358, 198, 2
51616, 311, 146, 2
51617, 454, 67, 2
51618, 270, 31, 2
51619, 0, 0, 2
51620, 0, 0, 2
51621, 0, 0, 2
51622, 0, 0, 2
51623, 0, 0, 2
51624, 0, 0, 2
51701, 0, 0, 2
51702, 0, 0, 2
51703, 0, 0, 2
51704, 0, 0, 2
51705, 131, 29, 2
51706, 473, 65, 2
51707, 511, 103, 2
51708, 647, 103, 2
51709, 669, 124, 2
51710, 669, 146, 2
51711, 669, 155, 2
51712, 674, 153, 2
51713, 674, 143, 2
51714, 667, 127, 2
51715, 647, 105, 2
51716, 607, 84, 2
51717, 184, 91, 2
51718, 103, 31, 2
51719, 0, 0, 2
51720, 0, 0, 2
51721, 0, 0, 2
51722, 0, 0, 2
51723, 0, 0, 2
51724, 0, 0, 2
51801, 0, 0, 2
51802, 0, 0, 2
51803, 0, 0, 2
51804, 0, 0, 2
51805, 93, 29, 2
51806, 294, 84, 2
51807, 361, 136, 2
51808, 593, 122, 2
51809, 616, 146, 2
51810, 614, 174, 2
51811, 616, 184, 2
51812, 280, 337, 2
51813, 619, 170, 2
51814, 614, 148, 2
51815, 112, 217, 2
51816, 57, 136, 2
51817, 65, 81, 2
51818, 160, 33, 2
51819, 0, 0, 2
51820, 0, 0, 2
51821, 0, 0, 2
51822, 0, 0, 2
51823, 0, 0, 2
51824, 0, 0, 2
51901, 0, 0, 2
51902, 0, 0, 2
51903, 0, 0, 2
51904, 0, 0, 2
51905, 117, 29, 2
51906, 456, 67, 2
51907, 578, 88, 2
51908, 621, 112, 2
51909, 444, 220, 2
51910, 542, 210, 2
51911, 640, 172, 2
51912, 643, 172, 2
51913, 640, 160, 2
51914, 636, 141, 2
51915, 538, 146, 2
51916, 127, 155, 2
51917, 134, 91, 2
51918, 105, 31, 2
51919, 0, 0, 2
51920, 0, 0, 2
51921, 0, 0, 2
51922, 0, 0, 2
51923, 0, 0, 2
51924, 0, 0, 2
52001, 0, 0, 2
52002, 0, 0, 2
52003, 0, 0, 2
52004, 0, 0, 2
52005, 96, 29, 2
52006, 337, 81, 2
52007, 571, 91, 2
52008, 621, 112, 2
52009, 542, 179, 2
52010, 201, 327, 2
52011, 377, 303, 2
52012, 640, 172, 2
52013, 640, 160, 2
52014, 636, 141, 2
52015, 626, 112, 2
52016, 578, 91, 2
52017, 473, 67, 2
52018, 241, 33, 2
52019, 2, 2, 2
52020, 0, 0, 2
52021, 0, 0, 2
52022, 0, 0, 2
52023, 0, 0, 2
52024, 0, 0, 2
52101, 0, 0, 2
52102, 0, 0, 2
52103, 0, 0, 2
52104, 0, 0, 2
52105, 24, 22, 2
52106, 22, 57, 2
52107, 22, 98, 2
52108, 22, 143, 2
52109, 24, 182, 2
52110, 14, 220, 2
52111, 14, 239, 2
52112, 12, 239, 2
52113, 38, 244, 2
52114, 330, 260, 2
52115, 31, 170, 2
52116, 38, 122, 2
52117, 60, 81, 2
52118, 62, 31, 2
52119, 0, 0, 2
52120, 0, 0, 2
52121, 0, 0, 2
52122, 0, 0, 2
52123, 0, 0, 2
52124, 0, 0, 2
52201, 0, 0, 2
52202, 0, 0, 2
52203, 0, 0, 2
52204, 0, 0, 2
52205, 151, 31, 2
52206, 409, 74, 2
52207, 526, 103, 2
52208, 370, 194, 2
52209, 33, 217, 2
52210, 53, 277, 2
52211, 184, 351, 2
52212, 239, 346, 2
52213, 76, 303, 2
52214, 36, 217, 2
52215, 203, 227, 2
52216, 86, 151, 2
52217, 41, 74, 2
52218, 41, 29, 2
52219, 0, 0, 2
52220, 0, 0, 2
52221, 0, 0, 2
52222, 0, 0, 2
52223, 0, 0, 2
52224, 0, 0, 2
52301, 0, 0, 2
52302, 0, 0, 2
52303, 0, 0, 2
52304, 0, 0, 2
52305, 17, 19, 2
52306, 7, 41, 2
52307, 7, 50, 2
52308, 0, 72, 2
52309, 19, 72, 2
52310, 0, 100, 2
52311, 0, 105, 2
52312, 0, 105, 2
52313, 5, 151, 2
52314, 19, 167, 2
52315, 17, 134, 2
52316, 12, 96, 2
52317, 14, 55, 2
52318, 17, 22, 2
52319, 0, 0, 2
52320, 0, 0, 2
52321, 0, 0, 2
52322, 0, 0, 2
52323, 0, 0, 2
52324, 0, 0, 2
52401, 0, 0, 2
52402, 0, 0, 2
52403, 0, 0, 2
52404, 0, 0, 2
52405, 41, 26, 2
52406, 36, 69, 2
52407, 119, 153, 2
52408, 583, 127, 2
52409, 315, 263, 2
52410, 602, 179, 2
52411, 392, 299, 2
52412, 100, 339, 2
52413, 33, 246, 2
52414, 74, 260, 2
52415, 105, 220, 2
52416, 86, 151, 2
